From	To
Q5VT52	ENSG00000163125
Q9BQ52	ENSG00000006744
Q5JWQ2	ENSG00000099250
D6RBN9	ENSG00000181826
Q9H3R5	ENSG00000153044
Q8IW45	ENSG00000213995
Q8WV74	ENSG00000167799
Q12816	ENSG00000067445
Q8TEW6	ENSG00000125170
P21583	ENSG00000049130
Q9NY93-2	ENSG00000136271
O94818	ENSG00000101746
Q99708	ENSG00000101773
Q9BRX2	ENSG00000152684
Q14194	ENSG00000072832
P16671	ENSG00000135218
Q9UKF5	ENSG00000168594
P51161-2	ENSG00000170231
O60284	ENSG00000147488
A1X283	ENSG00000174705
Q8N3V7	ENSG00000171992
A0A087WTN8	ENSG00000167522
Q9Y2Z4	ENSG00000139131
Q96C57	ENSG00000157895
Q9H0E3	ENSG00000136715
O14594	ENSG00000130287
F8WCR3	ENSG00000106638
H0YMF4	ENSG00000108107
P26232-6	ENSG00000066032
D3DUE0	ENSG00000153443
Q8N7W2	ENSG00000165626
Q7L9B9	ENSG00000122547
O00746	ENSG00000103202
Q6NW29	ENSG00000182552
Q9NRV9	ENSG00000013583
A8MPX8	ENSG00000183977
Q8N3R3	ENSG00000179152
Q13114	ENSG00000131323
Q9H3P7	ENSG00000182827
Q96BD5-2	ENSG00000135365
Q53G44	ENSG00000137959
Q96JG6-3	ENSG00000004766
A0A087WZU2	ENSG00000102225
Q8IU80	ENSG00000187045
Q03001-3	ENSG00000151914
Q8ND25	ENSG00000186187
E9PGC7	ENSG00000182511
O14559-10	ENSG00000004777
P08246	ENSG00000197561
A2RU30	ENSG00000135426
P48357	ENSG00000116678
Q9H267	ENSG00000184056
Q9UJG1	ENSG00000101928
H7C3G6	ENSG00000133030
Q9H6R6	ENSG00000023041
Q8NDC4	ENSG00000171160
Q93062	ENSG00000157110
Q9NPA0	ENSG00000134153
F8VP47	ENSG00000089169
Q15758	ENSG00000105281
Q8N490-2	ENSG00000127838
P35754	ENSG00000173221
M0R027	ENSG00000105402
A7E2U8	ENSG00000205129
H7C0J2	ENSG00000114745
D6RIH0	ENSG00000158987
Q8NHS0	ENSG00000179407
Q99624	ENSG00000188338
I3L146	ENSG00000108509
Q92562	ENSG00000112367
Q99538	ENSG00000100600
Q70YC5	ENSG00000138311
H0Y4Y4	ENSG00000142634
Q8NCG7-4	ENSG00000164535
Q9Y5G3	ENSG00000254221
H3BNB1	ENSG00000125107
P26358	ENSG00000130816
Q9Y6B7	ENSG00000134262
P21810	ENSG00000182492
Q9BQN1	ENSG00000125998
Q8N142-2	ENSG00000185100
Q96Q05	ENSG00000167632
P42025	ENSG00000115073
F8WEL9	ENSG00000240230
Q5VVQ6	ENSG00000180667
Q9BYE9	ENSG00000074276
O95292	ENSG00000124164
H0Y4H1	ENSG00000142949
Q14320	ENSG00000071859
Q9P2K9	ENSG00000204624
Q8N431	ENSG00000146090
Q9Y5A9	ENSG00000198492
Q96MU6	ENSG00000170100
Q6DN14-3	ENSG00000175471
Q96EU6	ENSG00000124541
P09661	ENSG00000131876
O00329	ENSG00000171608
P55327	ENSG00000076554
Q96Q11	ENSG00000072756
Q6IQ26	ENSG00000184014
B1AP38	ENSG00000068383
P11310-2	ENSG00000117054
Q9ULB5	ENSG00000081138
Q96RE9	ENSG00000145908
P78527	ENSG00000253729
Q13895	ENSG00000112578
Q8N392	ENSG00000146376
Q8N7J2	ENSG00000165566
O95243-2	ENSG00000129071
Q86VS3	ENSG00000103599
Q8IV20	ENSG00000179630
J3KPH8	ENSG00000061273
P28907	ENSG00000004468
P13533	ENSG00000197616
Q9NRC1	ENSG00000004866
Q6ZUT1	ENSG00000150776
O75688-2	ENSG00000138032
Q9NP73	ENSG00000101901
Q9HBA0	ENSG00000111199
P24311	ENSG00000131174
P17987	ENSG00000120438
E9PSE7	ENSG00000178685
O43639	ENSG00000071051
P49459	ENSG00000077721
O95819	ENSG00000071054
Q70CQ3	ENSG00000135093
Q6UWP2	ENSG00000278535
Q5SSJ5	ENSG00000127483
Q96BN8	ENSG00000154124
Q9H3K2	ENSG00000165678
Q96RS6	ENSG00000120526
P07357	ENSG00000157131
Q5VU43	ENSG00000178104
Q9UC06	ENSG00000187792
J3KPV6	ENSG00000111319
P01859	ENSG00000211893
Q8TE76	ENSG00000133131
P55771	ENSG00000198807
Q86Y39-2	ENSG00000174886
H7C1J8	ENSG00000170144
O75636	ENSG00000142748
Q9P275	ENSG00000055483
P21397	ENSG00000189221
Q9NQT5	ENSG00000107371
Q8IXH6	ENSG00000078804
O75161	ENSG00000131697
Q04941-2	ENSG00000102007
P52952	ENSG00000183072
Q8N2K0	ENSG00000100997
P16885	ENSG00000197943
Q69YQ0	ENSG00000100014
Q8IV33-2	ENSG00000185261
Q9P1Y6	ENSG00000070047
A6NM62	ENSG00000162621
Q8N135	ENSG00000153902
Q5VWN6	ENSG00000108021
Q9BZA7	ENSG00000102290
Q68D51	ENSG00000175984
H0YA65	ENSG00000153012
O14776	ENSG00000113649
Q96MM6	ENSG00000132622
Q96GJ1	ENSG00000188917
O75095	ENSG00000162591
P49746	ENSG00000169231
Q9Y2P5-2	ENSG00000083807
P15954	ENSG00000127184
Q9Y365	ENSG00000214530
Q6GTX8	ENSG00000167613
Q9H943	ENSG00000216937
A6PVC2	ENSG00000138892
P08243	ENSG00000070669
Q8N6K7	ENSG00000164483
Q5T6F2	ENSG00000137073
P20929-2	ENSG00000183091
Q17RB8	ENSG00000154359
A8MVW5	ENSG00000188175
O15085	ENSG00000132694
Q9NRH3	ENSG00000037042
F8VYK6	ENSG00000139546
Q9GZV5	ENSG00000018408
Q02410	ENSG00000107282
Q9Y6N6	ENSG00000050555
Q9Y512	ENSG00000100347
P49589	ENSG00000110619
Q96PU8	ENSG00000112531
A8K4G0	ENSG00000178789
P53634	ENSG00000109861
Q9H892	ENSG00000149292
Q8IVF5	ENSG00000146426
Q9Y5T5	ENSG00000156256
H0YGD6	ENSG00000112531
Q4G0W2	ENSG00000188542
Q5W0B1	ENSG00000152193
Q92688	ENSG00000136938
Q9Y5T4	ENSG00000120675
P62834	ENSG00000116473
P11142	ENSG00000109971
Q75V66	ENSG00000171714
Q9NPG1	ENSG00000104290
Q9UPW8	ENSG00000130477
Q9ULX9	ENSG00000185022
Q9UN36-3	ENSG00000165795
O43246	ENSG00000099960
Q9UKG1	ENSG00000157500
Q9NZN9	ENSG00000129221
Q96FL9	ENSG00000158089
Q9ULD0	ENSG00000197444
Q96EA4	ENSG00000040275
O95848	ENSG00000183828
Q9P2F9	ENSG00000166188
X6RGR3	ENSG00000088387
Q6PJG6	ENSG00000106009
Q9Y3A3	ENSG00000115540
Q5T601	ENSG00000153292
Q9Y4C4	ENSG00000147324
P35626	ENSG00000100077
M0QX80	ENSG00000105755
Q9H0B6	ENSG00000174996
Q8N1E6	ENSG00000171823
Q12959-2	ENSG00000075711
Q9NTW7	ENSG00000020256
P0C7I6	ENSG00000183401
Q8WTW3	ENSG00000166685
P17152	ENSG00000178307
Q8IXB1	ENSG00000077232
Q9H6F2	ENSG00000072954
Q96JF6	ENSG00000180626
P12268	ENSG00000178035
Q92626	ENSG00000130508
O14713	ENSG00000119185
Q9ULR3	ENSG00000111110
Q06732	ENSG00000196693
A6NNZ2	ENSG00000173213
Q9H490	ENSG00000101464
Q6GYQ0	ENSG00000174373
Q6X9E4	ENSG00000164049
Q9ULH7-2	ENSG00000186260
Q8IVF2	ENSG00000185567
Q8NC69	ENSG00000168301
Q9Y5I1	ENSG00000249158
P22914	ENSG00000213139
Q9UJA3-3	ENSG00000125885
P52746	ENSG00000115568
O43237	ENSG00000135720
P48651	ENSG00000156471
Q9UHD4	ENSG00000136305
F5GXT7	ENSG00000111652
O95671	ENSG00000169093
Q9UQ80	ENSG00000170515
Q05586	ENSG00000176884
Q2PPJ7	ENSG00000188559
O95873	ENSG00000235360
O75781	ENSG00000099864
Q8N573-2	ENSG00000164830
Q14004	ENSG00000065883
Q9UK73	ENSG00000169018
Q9UIS9	ENSG00000141644
Q9P2G3	ENSG00000197705
I3L3S2	ENSG00000122299
K7ENR9	ENSG00000005156
P36915	ENSG00000204590
Q6N043-4	ENSG00000137871
O43166-2	ENSG00000197555
P38646	ENSG00000113013
Q09470	ENSG00000111262
O95453	ENSG00000140694
H0YD09	ENSG00000148950
Q2TAZ0	ENSG00000110046
D6REN9	ENSG00000138658
P69849	ENSG00000103226
H7BXP4	ENSG00000213928
Q8WYQ5	ENSG00000128191
Q96CP6	ENSG00000089351
Q8TF01	ENSG00000132424
F8W0F6	ENSG00000167552
Q02156	ENSG00000171132
Q9NVF9	ENSG00000143845
O43303	ENSG00000103540
P22694	ENSG00000142875
F8VP71	ENSG00000050426
P08185	ENSG00000170099
H7C0K2	ENSG00000006715
Q8TEB9	ENSG00000144468
O75886	ENSG00000115145
Q9HB96	ENSG00000112039
A8MWV3	ENSG00000170909
Q9H244	ENSG00000169313
H0Y7R8	ENSG00000130396
Q9BUR4	ENSG00000141499
Q69YU3	ENSG00000272031
H7C560	ENSG00000157764
Q96DP5	ENSG00000103707
P00740	ENSG00000101981
Q9ULQ1	ENSG00000186815
Q6R2W3	ENSG00000232040
P41221	ENSG00000114251
O43819	ENSG00000284194
Q86VE9	ENSG00000164300
P50135-2	ENSG00000150540
Q86TI2	ENSG00000142002
O75398	ENSG00000177030
Q8NFG4	ENSG00000154803
O60741	ENSG00000164588
Q9P2G1	ENSG00000001629
Q9ULT8	ENSG00000092148
H0YJG5	ENSG00000171735
P61960-2	ENSG00000120686
P48431	ENSG00000181449
G3V4Y8	ENSG00000198513
Q9H7Z3	ENSG00000119720
Q96DZ1	ENSG00000068912
Q8IXJ9	ENSG00000171456
Q9Y6P5-2	ENSG00000080546
Q9NWY4	ENSG00000056050
K4DI89	ENSG00000087884
E5RHP4	ENSG00000113575
Q99743	ENSG00000170485
Q8N2Q7	ENSG00000169760
O43598	ENSG00000112667
Q14993	ENSG00000082293
P48507	ENSG00000023909
Q9BZD2	ENSG00000198246
Q13444-3	ENSG00000143537
Q5T848	ENSG00000151025
J3QL44	ENSG00000133030
H7C196	ENSG00000137409
P19784	ENSG00000070770
Q86WG3	ENSG00000167654
P18428	ENSG00000129988
Q658Y4	ENSG00000176853
Q5VZL5	ENSG00000146463
P35240	ENSG00000186575
Q96JN8	ENSG00000215041
H0YCQ5	ENSG00000141279
O15547	ENSG00000099957
Q9NPC1	ENSG00000213906
A6NG13	ENSG00000205301
O95707	ENSG00000105171
Q8TE73	ENSG00000039139
P09958	ENSG00000140564
Q96KP4	ENSG00000133313
Q8WUD4	ENSG00000160799
O75417	ENSG00000051341
H7C525	ENSG00000160124
Q9UHR4	ENSG00000006453
E7ESP4	ENSG00000164171
Q9NX65	ENSG00000140987
Q9UQR1	ENSG00000163848
Q7L622	ENSG00000092140
Q9NRA2	ENSG00000119899
K7ENW6	ENSG00000186832
Q9BX73	ENSG00000169490
P17010	ENSG00000005889
Q86X40	ENSG00000168904
O14556	ENSG00000105679
Q13686	ENSG00000100601
Q9NQ25	ENSG00000026751
Q9H0F6	ENSG00000179526
Q3KRA9	ENSG00000239382
Q6P3W7	ENSG00000136021
Q96A58	ENSG00000134533
Q8IW35	ENSG00000182504
Q9H116	ENSG00000125812
Q5BKZ1	ENSG00000162664
P21860	ENSG00000065361
Q96A70	ENSG00000142920
Q6RFH5	ENSG00000133316
O95785-3	ENSG00000011451
Q9H1K1	ENSG00000136003
H3BTZ4	ENSG00000102984
Q9NZT1	ENSG00000178372
Q8WTQ7	ENSG00000114124
Q96JF0	ENSG00000144057
F6S1J4	ENSG00000103544
O95715	ENSG00000145824
Q8N2M8	ENSG00000104859
Q9Y6N9-5	ENSG00000006611
Q86VF2-5	ENSG00000163395
O43824	ENSG00000178605
Q8WXU2	ENSG00000256061
Q5SQS7-2	ENSG00000178217
Q9ULL8	ENSG00000158352
P53985	ENSG00000155380
O75121	ENSG00000198948
O15382	ENSG00000105552
P46977	ENSG00000134910
Q8TDI0	ENSG00000116254
Q00973	ENSG00000135454
P54803	ENSG00000054983
P13797-2	ENSG00000102024
Q6P1M9	ENSG00000125962
P62854	ENSG00000197728
O94941	ENSG00000185019
R4GN17	ENSG00000163874
Q8IZ07	ENSG00000076513
P04843	ENSG00000163902
P0CJ92	ENSG00000261794
Q6UWS5	ENSG00000232838
Q96S19	ENSG00000130731
Q9P055	ENSG00000050130
P21964	ENSG00000093010
Q8NDH2	ENSG00000175820
Q9NWX6	ENSG00000113272
P25021	ENSG00000113749
P13051	ENSG00000076248
Q13402	ENSG00000137474
O00178	ENSG00000100226
Q9P291	ENSG00000126947
O00237	ENSG00000239305
O60658	ENSG00000073417
P07988	ENSG00000168878
Q96M89	ENSG00000163006
H0YNE5	ENSG00000137824
Q8N653	ENSG00000099949
Q8NI17	ENSG00000164509
Q8NDZ4	ENSG00000181744
Q9BVQ7	ENSG00000171763
Q14573	ENSG00000096433
Q9NRG7	ENSG00000100445
P16260	ENSG00000122912
P14317	ENSG00000180353
P10828	ENSG00000151090
P59025	ENSG00000175077
Q8N3R9	ENSG00000072415
P02774	ENSG00000145321
P30679	ENSG00000060558
O76041-2	ENSG00000078114
Q53EP0	ENSG00000075420
Q9NX46	ENSG00000116863
B7Z1M9	ENSG00000225556
Q6NUJ5	ENSG00000171813
O14595	ENSG00000175215
Q9UN86	ENSG00000138757
Q2TAY7	ENSG00000122692
A6NLU5	ENSG00000187135
Q9Y2T3-3	ENSG00000119125
Q13795	ENSG00000101246
Q9Y5E5	ENSG00000081818
Q9H313-3	ENSG00000167614
Q9Y6N8	ENSG00000040731
Q7Z4W1	ENSG00000169738
Q6NW34	ENSG00000163608
Q14832	ENSG00000198822
O00541	ENSG00000100029
Q9NTI7	ENSG00000197852
E5RIR4	ENSG00000164924
P55212	ENSG00000138794
Q8TE58	ENSG00000166106
Q13574-3	ENSG00000149091
P04275	ENSG00000110799
P60660	ENSG00000092841
P06493	ENSG00000170312
Q8N5Y2	ENSG00000005302
Q12774	ENSG00000050327
P67870	ENSG00000204435
J3QQU0	ENSG00000154059
H0YKM7	ENSG00000196547
Q86VZ4	ENSG00000120256
C9JFY0	ENSG00000114650
O00154	ENSG00000097021
H0Y8Y7	ENSG00000070814
Q86WI3	ENSG00000140853
Q8WXE0	ENSG00000177303
P02647	ENSG00000118137
Q6ZNB6	ENSG00000170448
P50395	ENSG00000057608
Q9Y5J9	ENSG00000150779
G3V1Q4	ENSG00000122545
Q96N67-2	ENSG00000116641
Q9H3D4-10	ENSG00000073282
C9JTC6	ENSG00000124831
F8WFC6	ENSG00000041802
Q6ZMR5	ENSG00000187054
H0YMR0	ENSG00000166734
Q9BT78	ENSG00000138663
Q9BZQ2	ENSG00000157060
Q96LJ7	ENSG00000157379
Q9UN86-2	ENSG00000138757
J3QL37	ENSG00000189091
P42685	ENSG00000111816
Q7Z3D6-6	ENSG00000133943
P0C7U0	ENSG00000225968
C9JN72	ENSG00000114796
Q9UIJ5	ENSG00000104219
H7C5D6	ENSG00000204410
P57087	ENSG00000154721
P31948	ENSG00000168439
P01135	ENSG00000163235
Q9UN71	ENSG00000253953
P54284	ENSG00000167535
Q5VTH9	ENSG00000152763
Q8NEZ4	ENSG00000055609
Q8N5R6	ENSG00000140481
Q9H3J6	ENSG00000130921
Q8NAT1	ENSG00000144647
Q8NDX6	ENSG00000139651
O76038	ENSG00000079689
P48788	ENSG00000130598
Q9H0U4	ENSG00000174903
P50453	ENSG00000170542
Q6IQ32	ENSG00000101544
P54750-4	ENSG00000115252
Q16515	ENSG00000108684
P11277	ENSG00000070182
Q13131	ENSG00000132356
Q9UKK3	ENSG00000102699
Q6IQ22	ENSG00000206418
P08172	ENSG00000181072
Q9UGK8	ENSG00000129158
P20916-2	ENSG00000105695
E9PRF7	ENSG00000137502
O96019	ENSG00000136518
Q9H0A0	ENSG00000135372
P05067-10	ENSG00000142192
Q9BSR8	ENSG00000119820
Q8N608-3	ENSG00000175497
O75376	ENSG00000141027
Q6UWM9	ENSG00000135220
Q96MX0	ENSG00000140931
Q7Z7D3	ENSG00000134258
Q8NDZ6	ENSG00000164180
I3L2D8	ENSG00000187555
F6SS63	ENSG00000157625
O43490	ENSG00000007062
P51800	ENSG00000186510
Q9NPJ1	ENSG00000125863
P30483	ENSG00000234745
P50748	ENSG00000184445
F8W8M5	ENSG00000180176
P78417	ENSG00000148834
Q9H1K4	ENSG00000182902
P46934	ENSG00000069869
Q96T49	ENSG00000101445
O60518	ENSG00000137040
Q5T6X4	ENSG00000183807
Q86VU5	ENSG00000165644
P42126	ENSG00000167969
O95214	ENSG00000104660
P04156	ENSG00000171867
F8VP03	ENSG00000144785
B4DKF8	ENSG00000156011
V9GYU9	ENSG00000242110
P30838	ENSG00000108602
E5RFR7	ENSG00000076554
Q96FH0	ENSG00000254901
P25786	ENSG00000129084
P05543	ENSG00000123561
P30536	ENSG00000100300
R4GMW8	ENSG00000270181
S4R3F8	ENSG00000270299
Q9BW91	ENSG00000170502
Q96MC5	ENSG00000166780
Q8WUT4	ENSG00000125872
Q9UBU8	ENSG00000185787
C9J8T0	ENSG00000132394
O75379	ENSG00000117533
Q9UMF0	ENSG00000105376
H0YAB3	ENSG00000138674
H3BT42	ENSG00000183971
Q6NSZ9	ENSG00000197037
G3V161	ENSG00000182359
Q8NCE0	ENSG00000154743
Q5TGY1	ENSG00000162542
Q702N8	ENSG00000168334
O95104	ENSG00000156304
Q9BRP8	ENSG00000170473
Q9H461	ENSG00000177283
Q63ZY3	ENSG00000197256
P58004	ENSG00000130766
Q02978	ENSG00000108528
P49747	ENSG00000105664
P00325	ENSG00000196616
E5RJP0	ENSG00000169398
Q8N456	ENSG00000165383
Q9NXH8	ENSG00000198113
Q9UQF2	ENSG00000121653
F8WEE6	ENSG00000108395
Q96JH7	ENSG00000175073
Q58EX7	ENSG00000196155
P51649	ENSG00000112294
Q6IAA8	ENSG00000149357
O95760-2	ENSG00000137033
Q15311	ENSG00000017797
Q9NPG3	ENSG00000118900
Q9HC57	ENSG00000103175
P50148	ENSG00000156052
Q9P121	ENSG00000182667
H0YII9	ENSG00000111058
Q15906	ENSG00000163159
P46019	ENSG00000044446
O75995	ENSG00000122122
Q15834	ENSG00000175602
Q6ZNW5	ENSG00000183208
Q96RY7	ENSG00000187535
O15446	ENSG00000117877
Q8IUD2-4	ENSG00000082805
Q14146	ENSG00000135763
O00303	ENSG00000175390
Q9H015	ENSG00000197208
P27658	ENSG00000144810
P36405	ENSG00000138175
H3BU68	ENSG00000087253
O00189	ENSG00000221838
Q93097-2	ENSG00000134245
Q96CG8	ENSG00000164932
Q6ZRR7	ENSG00000131951
A6NDY2	ENSG00000285950
P57105	ENSG00000213463
Q8TEM1	ENSG00000132182
P17980	ENSG00000165916
Q66K14	ENSG00000197226
P49589-3	ENSG00000110619
Q8N4Q1	ENSG00000163528
Q9P0L9	ENSG00000107593
Q8NHU6	ENSG00000196116
X6R9J3	ENSG00000106772
P62633	ENSG00000169714
Q8IZA0	ENSG00000142687
P18084	ENSG00000082781
Q9HC56	ENSG00000184226
B2RTR1	ENSG00000163539
Q96FL8	ENSG00000142494
Q6UXK2	ENSG00000167178
Q7Z6P5	ENSG00000112118
Q13206	ENSG00000178105
Q86X27	ENSG00000116191
Q13477	ENSG00000099866
Q7Z434	ENSG00000088888
P23588	ENSG00000063046
Q00613	ENSG00000185122
Q05519	ENSG00000116754
P09471-2	ENSG00000087258
O14640-2	ENSG00000107404
O00764	ENSG00000160209
Q8N183	ENSG00000164182
Q6ZV89	ENSG00000189410
H0Y912	ENSG00000126733
Q8WXB1	ENSG00000144401
Q9Y383	ENSG00000146963
Q14155-3	ENSG00000102606
Q9GZZ9	ENSG00000081307
Q6UWP7	ENSG00000172954
Q9H6E4	ENSG00000100147
Q8N0X2	ENSG00000144451
P04271	ENSG00000160307
Q9Y2P0	ENSG00000127903
P14316	ENSG00000168310
Q9Y3B2	ENSG00000171311
Q9BRS2	ENSG00000124784
Q8WVC6	ENSG00000172992
Q04844	ENSG00000108556
P20292	ENSG00000132965
Q96ED9-2	ENSG00000095066
P78426	ENSG00000163623
Q8TEA7	ENSG00000145348
Q8WUY1	ENSG00000130193
C9J4A7	ENSG00000249240
O75688	ENSG00000138032
Q8TC12	ENSG00000072042
Q9P0S2	ENSG00000133983
Q6S8J3	ENSG00000188219
Q9ULI4	ENSG00000066735
Q16254	ENSG00000205250
Q96QT6	ENSG00000109118
Q9UDY2	ENSG00000119139
C9JQ16	ENSG00000086300
Q9UPZ3	ENSG00000110756
P36897	ENSG00000106799
Q99733	ENSG00000205531
Q9NT68	ENSG00000145934
P04035	ENSG00000113161
Q15596	ENSG00000140396
H0YAJ8	ENSG00000109756
Q8TBP6	ENSG00000075303
Q969R8	ENSG00000111203
Q8WYQ3	ENSG00000250479
Q14CZ8	ENSG00000165478
B4DJI7	ENSG00000002919
Q7Z5Q1	ENSG00000137449
Q7Z2K6	ENSG00000099219
Q53EL9-3	ENSG00000063015
Q9UHW5	ENSG00000111231
O95238	ENSG00000124664
Q49A88	ENSG00000175455
Q14978-2	ENSG00000166197
Q6ZSZ5	ENSG00000104880
Q7RTX9	ENSG00000163053
Q10469	ENSG00000168282
Q92947	ENSG00000105607
Q96N77	ENSG00000167528
O75038-2	ENSG00000149527
Q96EP5	ENSG00000071626
J3QSF9	ENSG00000161513
Q32MZ4-4	ENSG00000124831
Q9Y698	ENSG00000166862
H0YHF1	ENSG00000135469
Q9BV29	ENSG00000128891
F6XZQ7	ENSG00000213366
H7C5Q2	ENSG00000123130
K7EN93	ENSG00000197933
Q5T4F4	ENSG00000155256
Q5JRA6	ENSG00000154305
Q9H9R9-2	ENSG00000003249
Q8N7Q3	ENSG00000276219
Q9UFE4	ENSG00000284862
Q52LR7	ENSG00000135999
A4D1F6	ENSG00000240720
P52198	ENSG00000108830
H7C126	ENSG00000198130
Q8IYW5	ENSG00000163961
Q8TDS5	ENSG00000162881
Q5SWX3	ENSG00000148660
O94985-2	ENSG00000171603
P02760	ENSG00000106927
O14545	ENSG00000135148
Q9Y2K7	ENSG00000173120
J3KRC0	ENSG00000125450
Q9H019	ENSG00000117640
Q9HCS5	ENSG00000129595
Q03518	ENSG00000168394
Q6VY07	ENSG00000175115
P52788	ENSG00000102172
Q9UHF5	ENSG00000127743
Q8IW75	ENSG00000165953
Q9UBB5-3	ENSG00000134046
Q16206	ENSG00000165675
O00478	ENSG00000111801
P35368	ENSG00000170214
Q6ZPD8	ENSG00000184210
P15336	ENSG00000115966
A6NDG6	ENSG00000184207
Q9NZJ9-2	ENSG00000173598
Q9Y5E7	ENSG00000112852
P53602	ENSG00000167508
Q8NB66	ENSG00000137766
Q92625	ENSG00000064999
O15539	ENSG00000143248
Q96C90	ENSG00000173457
P01130	ENSG00000130164
Q9NQC7	ENSG00000083799
P35398	ENSG00000069667
Q9Y6I7-2	ENSG00000109046
Q8NA23	ENSG00000148225
Q8N428	ENSG00000100626
J3QRL5	ENSG00000177885
P53004	ENSG00000106605
P35241	ENSG00000137710
Q9UPN9-2	ENSG00000197323
P84550	ENSG00000188779
C9JBY2	ENSG00000114098
Q14929	ENSG00000175787
Q7Z309-4	ENSG00000156504
Q86WB0	ENSG00000091732
Q9P273	ENSG00000218336
E5RJ03	ENSG00000176194
M0QY62	ENSG00000269343
Q5JUE9	ENSG00000107263
Q6B8I1	ENSG00000079393
Q96HD1	ENSG00000163703
P16109	ENSG00000174175
Q969F9	ENSG00000163755
Q99728	ENSG00000138376
P07900-2	ENSG00000080824
Q8NDV1	ENSG00000184005
P30041	ENSG00000117592
Q8IVV7	ENSG00000141034
Q9NX62	ENSG00000104331
Q5TG39	ENSG00000178028
Q9Y294	ENSG00000111875
Q30167	ENSG00000196126
Q9NRL2	ENSG00000198604
Q96KR7-4	ENSG00000087495
Q13330	ENSG00000182979
P49447	ENSG00000008283
Q9BZE4	ENSG00000107937
Q9H252	ENSG00000173826
O95243	ENSG00000129071
O15182	ENSG00000153140
Q6KF10	ENSG00000156466
Q8WUR7	ENSG00000169609
Q13938	ENSG00000105519
Q96CM8-2	ENSG00000167107
Q9HCQ5	ENSG00000182870
Q9NQQ7	ENSG00000080189
P49750-4	ENSG00000119596
Q9BTX7	ENSG00000124120
Q04671	ENSG00000104044
O15514	ENSG00000144231
P29728	ENSG00000111335
Q9BQA9	ENSG00000178927
Q95365	ENSG00000234745
Q8WYN3	ENSG00000178662
O95180	ENSG00000196557
P78369	ENSG00000134873
Q96AE4-2	ENSG00000162613
Q9H4B4	ENSG00000173846
Q9UH92	ENSG00000108788
Q9Y6Z7	ENSG00000184374
P52565	ENSG00000141522
P35348	ENSG00000120907
Q9H840	ENSG00000142252
Q5W0V3	ENSG00000151553
Q9P2S2-2	ENSG00000110076
F5H7N4	ENSG00000197971
D6RFG0	ENSG00000114019
Q9NSG2	ENSG00000000460
F8VSK4	ENSG00000110881
Q6ZYK7	ENSG00000073756
A2ABM8	ENSG00000215522
P43155	ENSG00000095321
Q13838	ENSG00000215425
Q96RI0	ENSG00000127533
O15523	ENSG00000067048
O43242	ENSG00000108344
P48067-2	ENSG00000196517
Q96M27	ENSG00000164244
Q9Y6T7	ENSG00000136267
D6R927	ENSG00000168214
Q7Z570	ENSG00000170396
P62266	ENSG00000186468
Q6QEF8	ENSG00000167549
Q9Y5M8	ENSG00000144867
Q9UNN5	ENSG00000185104
P35611	ENSG00000087274
I3L2B0	ENSG00000132361
Q3SXZ0	ENSG00000173611
O43687-2	ENSG00000118507
P10619	ENSG00000064601
Q9BWF2	ENSG00000183763
B4DIP2	ENSG00000112851
Q8IYB1	ENSG00000180611
Q86YW9	ENSG00000144893
Q5TC12	ENSG00000123472
Q8IYU2	ENSG00000085382
Q8NES3	ENSG00000106003
K7EN36	ENSG00000033627
P02549	ENSG00000163554
P27338	ENSG00000069535
O14763	ENSG00000120889
Q6DN90	ENSG00000144711
O60613	ENSG00000183291
Q8NEM7	ENSG00000102710
P80294	ENSG00000205358
P30837	ENSG00000137124
Q9BU02	ENSG00000259431
Q9HAH7	ENSG00000156860
Q5VZF2	ENSG00000139793
Q6UXH9	ENSG00000149090
P26572	ENSG00000131446
Q6ZMI0-2	ENSG00000162869
Q6ZW13	ENSG00000159761
Q8TE12	ENSG00000162761
Q9BXB1	ENSG00000205213
Q9UIJ7	ENSG00000147853
Q9UMY4	ENSG00000147164
C9IZD3	ENSG00000140750
P14778	ENSG00000115594
Q96HC4-6	ENSG00000163110
Q96N64	ENSG00000170234
H0Y7G2	ENSG00000112137
P01824	ENSG00000211959
Q15648	ENSG00000125686
A0A087X0L3	ENSG00000151150
Q93088	ENSG00000145692
O15013	ENSG00000104728
Q86XK3	ENSG00000156384
P22676	ENSG00000172137
Q96JM2-2	ENSG00000148143
Q96PM5	ENSG00000163743
O95782	ENSG00000196961
Q13936	ENSG00000151067
Q99687	ENSG00000105419
Q7Z3Z4	ENSG00000134627
Q9NZ53	ENSG00000114631
Q9NYG8	ENSG00000182450
P57103	ENSG00000100678
Q5T7V8	ENSG00000120370
Q9P258	ENSG00000179051
Q8TDW5-2	ENSG00000147041
O95461	ENSG00000133424
P61601	ENSG00000104490
D6RFM6	ENSG00000120251
B1AKN8	ENSG00000162599
Q13609	ENSG00000163687
Q96EY7	ENSG00000132300
Q8IXZ2	ENSG00000014164
P55055	ENSG00000131408
P52566	ENSG00000111348
O14936-3	ENSG00000147044
E9PJN5	ENSG00000066427
Q9UBP4	ENSG00000050165
Q99729	ENSG00000197451
P51553-2	ENSG00000067829
Q9Y6K8	ENSG00000154027
Q16720	ENSG00000067842
Q6PIF6	ENSG00000169994
Q9BV47	ENSG00000133878
P36941	ENSG00000111321
Q13557	ENSG00000145349
Q8N8J7	ENSG00000174749
P16112-2	ENSG00000157766
